id;date;datetime_source;id;name;popularity;type;date_name;lat;lng;popularity_median;followers_sum;danceability_median;energy_median;key_mode;loudness_median;mode_mode;speechiness_median;acousticness_median;instrumentalness_median;liveness_median;valence_median;duration_ms_mean;time_signature_mode
639;13/4/2018 0:00;2018-04-13T23:00:00+0100;32988359;Lee Foss at Egg London (April 13, 2018);0.005091;Concert;Friday;51.5418112;-0.1252273;44;30280;0.81;0.6005;[0];-7.124;[0];0.05515;0.00202;0.08485;0.0844;0.674;330980.4;[4]
678;14/4/2018 0:00;2018-04-14T19:30:00+0100;31443789;Geno Washington & the Ram Jam Band at Suburbs (April 14, 2018);0.000303;Concert;Saturday;51.2501654;-0.5912318;14;487;0.488;0.783;[10];-6.027;[0];0.05625;0.206;0;0.2805;0.7825;153666.7;[4]
681;14/4/2018 0:00;2018-04-14T19:00:00+0100;31722494;The Neville Staple Band with Stranger Cole, The Paradimes, and Buster Shuffle at O2 Academy Islington (April 14, 2018);0.001253;Concert;Saturday;51.5345836;-0.1059202;26;5342;0.515;0.683;[0];-6.762;[1];0.0412;0.146;0.000141;0.136;0.883;184758.76;[4]
710;14/4/2018 0:00;2018-04-14T23:00:00+0100;32841314;Apollonia (Dyed Soundorom, Dan Ghenacia & Shonky), Dan Ghenacia, Dyed Soundorom, Shonky, and 1 more… at fabric (April 14, 2018);0.001195;Concert;Saturday;51.5195531;-0.1024779;13.5;6396;0.805;0.794;[11];-9.2805;[0];0.0541;0.0005365;0.857;0.0858;0.584;442275.85;[4]
714;14/4/2018 0:00;2018-04-14T22:00:00+0100;32869109;Frankie Feliciano, David Harness, D Malice, Kitty Amor, and 3 more… at The Prince of Wales (April 14, 2018);0.000202;Concert;Saturday;51.4615105;-0.1149433;19;1389;0.799;0.68;[4];-8.615;[0];0.0514;0.0125;0.541;0.092;0.757;493253.2245;[4]
751;14/4/2018 0:00;2018-04-14T19:00:00+0100;33466919;O'Flynn, Dan Shake, Krywald & Farrer, and Raw Silk at Hangar London Fields (April 14, 2018);0.000451;Concert;Saturday;51.5388795;-0.0578761;25;8972;0.752;0.768;[0];-9.651;[1];0.0546;0.0424;0.603;0.109;0.524;355446.3333;[4]
755;14/4/2018 0:00;2018-04-14T19:30:00+0100;33519434;Crowd Company at 229 (April 14, 2018);2.50E-05;Concert;Saturday;51.523464;-0.144249;6;160;0.554;0.8145;[2];-6.2225;[1];0.05035;0.01775;0.02905;0.1505;0.739;222440;[4]
786;15/4/2018 0:00;;33056954;Juliet Kelly with Celebrating the Divas of Jazz at Pizza Express Jazz Club - Soho (April 15, 2018);3.40E-05;Concert;Sunday;51.5151564;-0.1333585;4;93;0.7335;0.4555;[8];-10.076;[0];0.04085;0.6855;6.39E-06;0.177;0.535;218324;[4]
792;15/4/2018 0:00;2018-04-15T18:30:00+0100;33232894;Boadi at Stockwell Playhouse (April 15, 2018);1.20E-05;Concert;Sunday;51.4755202;-0.1316206;28;1072;0.5915;0.3965;[0];-10.762;[0];0.07845;0.517;0.003855;0.118;0.379;173879.9;[4]
803;15/4/2018 0:00;2018-04-15T19:00:00+0100;33432469;August Twelfth at Birthdays (April 15, 2018);3.50E-05;Concert;Sunday;51.5517702;-0.0751825;23;301;0.5755;0.6905;[1];-6.962;[0];0.148;0.2125;0;0.14;0.6875;201444.5;[4]
828;16/4/2018 0:00;2018-04-16T19:30:00+0100;33155004;Samuel Jack at Unknown venue (April 16, 2018);7.00E-05;Concert;Monday;51.5073509;-0.1277583;27;1287;0.5705;0.5555;[0];-6.694;[0];0.03835;0.3875;2.20E-05;0.167;0.275;210785.5;[4]
856;17/4/2018 0:00;2018-04-17T19:30:00+0100;32797069;Albin Lee Meldau with ViVii at Omeara (April 17, 2018);0.001791;Concert;Tuesday;51.5041429;-0.094603;43.5;20786;0.546;0.501;[9];-9.305;[1];0.0449;0.57;0.000186;0.155;0.332;193978.7273;[4]
857;17/4/2018 0:00;;32854714;Juliet Kelly at Elgar Room, Royal Albert Hall (April 17, 2018);3.40E-05;Concert;Tuesday;51.5012574;-0.1768302;4;93;0.7335;0.4555;[8];-10.076;[0];0.04085;0.6855;6.39E-06;0.177;0.535;218324;[4]
865;17/4/2018 0:00;2018-04-17T19:00:00+0100;33096424;Naughty Boy, Professor Green, Luisa Omielan, Emeli Sandé, and 5 more… at O2 Academy Brixton (April 17, 2018);0.14665;Concert;Tuesday;51.4651204;-0.1148897;59;2353959;0.62;0.7005;[0];-6.74;[1];0.0696;0.158;0;0.1115;0.4275;234391;[4]
885;18/4/2018 0:00;2018-04-18T18:45:00+0100;31177444;Gregory Porter at Royal Albert Hall (April 18, 2018);0.039438;Concert;Wednesday;51.500786;-0.1781517;62;260763;0.544;0.304;[4];-10.423;[1];0.056;0.732;0.000182;0.1195;0.2995;246516.4;[4]
898;18/4/2018 0:00;2018-04-18T23:00:00+0100;32536464;Jordan Rakei at Ronnie Scott's (April 18, 2018);0.015033;Concert;Wednesday;51.5134988;-0.131519;61;90512;0.6925;0.415;[0];-9.9745;[1];0.0564;0.2275;0.0003585;0.137;0.504;248856.9;[4]
900;18/4/2018 0:00;2018-04-18T19:30:00+0100;32561369;Oscar Jerome at Ghost Notes (April 18, 2018);0.000252;Concert;Wednesday;51.4706807;-0.0675578;36;5585;0.5755;0.5055;[5];-8.2905;[0];0.06075;0.559;0.0748;0.142;0.322;305549.5;[4]
928;18/4/2018 0:00;2018-04-18T19:00:00+0100;33285389;Kris Berry at Royal Albert Hall (April 18, 2018);0.000729;Concert;Wednesday;51.500786;-0.1781517;45;5809;0.7065;0.473;[0];-7.5825;[1];0.0371;0.4465;0.000841;0.106;0.564;225716;[4]
945;19/4/2018 0:00;2018-04-19T18:45:00+0100;31177449;Gregory Porter at Royal Albert Hall (April 19, 2018);0.039452;Concert;Thursday;51.500786;-0.1781517;62;260763;0.544;0.304;[4];-10.423;[1];0.056;0.732;0.000182;0.1195;0.2995;246516.4;[4]
949;19/4/2018 0:00;2018-04-19T19:00:00+0100;31893534;Aquilo with Scott Quinn at Oval Space (April 19, 2018);0.01898;Concert;Thursday;51.5331547;-0.0592616;54;142383;0.459;0.439;[1];-9.243;[1];0.0399;0.515;0.00192;0.106;0.195;206595.6667;[4]
952;19/4/2018 0:00;;31982494;Chairmen Of The Board at Under the Bridge (April 19, 2018);0.005891;Concert;Thursday;51.4773313;-0.2017231;34;2828;0.6985;0.778;[7];-5.677;[1];0.04975;0.1635;2.23E-06;0.10515;0.7655;200349.4;[4]
962;19/4/2018 0:00;2018-04-19T23:00:00+0100;32536469;Jordan Rakei at Ronnie Scott's (April 19, 2018);0.015033;Concert;Thursday;51.5134988;-0.131519;61;90512;0.6925;0.415;[0];-9.9745;[1];0.0564;0.2275;0.0003585;0.137;0.504;248856.9;[4]
964;19/4/2018 0:00;2018-04-19T19:30:00+0100;32601819;Dessa with Matthew Santos at Birthdays (April 19, 2018);0.006683;Concert;Thursday;51.5517702;-0.0751825;51.5;34662;0.593;0.581;[11];-8.4255;[0];0.0477;0.1895;3.88E-05;0.1065;0.298;217332.35;[4]
996;19/4/2018 0:00;;33285404;Kris Berry at Royal Albert Hall (April 19, 2018);0.000729;Concert;Thursday;51.500786;-0.1781517;45;5809;0.7065;0.473;[0];-7.5825;[1];0.0371;0.4465;0.000841;0.106;0.564;225716;[4]
1001;19/4/2018 0:00;2018-04-19T19:00:00+0100;33377519;IMAN at Sofar Sounds (April 19, 2018);0.001019;Concert;Thursday;51.5073509;-0.1277583;49;25542;0.4765;0.6625;[1];-8.145;[0];0.1415;0.08195;0.006418;0.195;0.529;185574.6;[4]
1010;19/4/2018 0:00;2018-04-19T19:30:00+0100;33570984;SERAPHINA at Notting Hill Arts Club (April 19, 2018);4.00E-06;Concert;Thursday;51.5093651;-0.1945393;10;43;0.487;0.424;[2];-8.839;[1];0.038;0.1424;0.0012695;0.111;0.1375;288296.1;[4]
1022;21/4/2018 0:00;2018-04-21T19:00:00+0100;31696764;Lisa Stansfield with Irit at London Palladium (April 21, 2018);0.02069;Concert;Saturday;51.514568;-0.140655;34;159147;0.6865;0.793;[11];-5.862;[0];0.04695;0.2245;3.91E-05;0.1045;0.7105;252569.8;[4]
1028;21/4/2018 0:00;2018-04-21T15:00:00+0100;32145664;The Urban Voodoo Machine with Goldwater, Tensheds, Mysterious Blues Experience, and 2 more… at New Cross Inn (April 21, 2018);0.000632;Concert;Saturday;51.4755797;-0.0382298;7;4761;0.516;0.63;[0];-7.634;[1];0.0594;0.137;0.00342;0.11;0.423;222661.3556;[4]
1053;21/4/2018 0:00;2018-04-21T23:00:00+0100;32841324;Hunee, Palms Trax, Suzanne Kraft, Hyenah, and 3 more… at fabric (April 21, 2018);0.001659;Concert;Saturday;51.5195531;-0.1024779;29;46731;0.718;0.708;[7];-9.522;[0];0.0472;0.0053;0.839;0.0897;0.356;400283.0164;[4]
1054;21/4/2018 0:00;2018-04-21T22:30:00+0100;32849584;Dego at The Jazz Cafe (April 21, 2018);0.000421;Concert;Saturday;51.5387092;-0.1430815;22;2120;0.8005;0.748;[1];-8.7405;[0];0.04875;0.00586;0.843;0.106;0.58;306096.1;[4]
1055;21/4/2018 0:00;2018-04-21T22:30:00+0100;32885764;Kareful, Pholo, MYSTXRIVL, enjoii, and 3 more… at Birthdays (April 21, 2018);0.000277;Concert;Saturday;51.5517702;-0.0751825;26;6962;0.559;0.698;[9];-7.2075;[1];0.04135;0.0172;0.648;0.12;0.10035;222671.6364;[4]
1065;21/4/2018 0:00;2018-04-21T19:00:00+0100;33104439;Casey Pearl with GeeJay at Archspace (April 21, 2018);0;Concert;Saturday;51.536671;-0.0758036;4.5;33;0.7585;0.62;[9];-9.3715;[1];0.1095;0.162;0;0.1175;0.549;251926.5;[4]
1082;21/4/2018 0:00;;33330699;The Queen's Birthday Party 2018;0.18987;Festival;Saturday;51.500786;-0.1781517;72;12212229;0.6255;0.624;[0];-6.7515;[1];0.05925;0.2175;0;0.118;0.532;211650.95;[4]
1084;21/4/2018 0:00;2018-04-21T19:00:00+0100;33375149;The John Langan Band and The Turbans at Islington Assembly Hall (April 21, 2018);0.00074;Concert;Saturday;51.5395158;-0.1024666;14;3168;0.53;0.383;[7];-8.252;[1];0.0431;0.802;0;0.153;0.773;174335.1818;[4]
1086;21/4/2018 0:00;;33379624;Fred Wesley & The New J.B.'s at The Bussey Building (April 21, 2018);0.000629;Concert;Saturday;51.4698579;-0.0682122;16;345;0.744;0.547;[10];-12.486;[1];0.0647;0.393;0.0829;0.0547;0.829;261164.3333;[4]
1115;22/4/2018 0:00;2018-04-22T19:00:00+0100;31862899;Danay Suarez at The Jazz Cafe (April 22, 2018);0.000907;Concert;Sunday;51.5387092;-0.1430815;40;24167;0.6265;0.537;[6];-8.5945;[0];0.0914;0.5475;0.000664;0.123;0.4575;249581.5;[4]
1116;22/4/2018 0:00;2018-04-22T19:00:00+0100;31941254;Detroit Cobras with The Masonics at Under the Bridge (April 22, 2018);0.006939;Concert;Sunday;51.4773313;-0.2017231;24;22350;0.482;0.9035;[11];-3.552;[1];0.0411;0.0267;0.00011095;0.184;0.7615;153268.7;[4]
1120;22/4/2018 0:00;2018-04-22T19:00:00+0100;32209484;Eric Roberson at Islington Assembly Hall (April 22, 2018);0.010955;Concert;Sunday;51.5395158;-0.1024666;48;57063;0.725;0.6075;[1];-7.8375;[0];0.1009;0.1039;9.31E-06;0.112;0.537;266475.1;[4]
1128;22/4/2018 0:00;2018-04-22T19:30:00+0100;32677249;Tellison with The Maple State and Olympians at The Lexington (April 22, 2018);0.001456;Concert;Sunday;51.5316567;-0.1114451;23;12062;0.5365;0.7035;[7];-7.0485;[1];0.03755;0.1415;0.0373;0.136;0.575;208952.8333;[4]
1129;22/4/2018 0:00;2018-04-22T18:30:00+0100;32732079;Danay Suarez and Vince Vella at The Jazz Cafe (April 22, 2018) (CANCELLED) ;0.000904;Concert;Sunday;51.5387092;-0.1430815;23;24259;0.659;0.593;[6];-8.56;[0];0.126;0.509;0.0104;0.113;0.538;256486;[4]
1141;22/4/2018 0:00;2018-04-22T19:00:00+0100;33299334;James Numbere with M w S and Mara Daniele at Hoxton Square Bar & Kitchen (April 22, 2018);2.20E-05;Concert;Sunday;51.527476;-0.081657;12.5;709;0.673;0.5545;[5];-6.01;[1];0.06095;0.4355;7.45E-07;0.119;0.5555;222167.5;[4]
1150;22/4/2018 0:00;2018-04-22T19:30:00+0100;33653159;Ruth Koleva with Ivo Dimchev at Zigfrid Von Underbelly (April 22, 2018);0.000235;Concert;Sunday;51.5280012;-0.0817678;17;2362;0.4495;0.401;[0];-9.295;[1];0.04825;0.563;0.0004515;0.1825;0.412;231250.9;[4]
1156;6/5/2018 0:00;2018-05-06T19:30:00+0100;31988284;Eric Bibb at Savoy Theatre (May 6, 2018);0.005299;Concert;Sunday;51.5116028;-0.1183185;44;22979;0.6145;0.293;[1];-12.834;[0];0.04505;0.845;0.0012645;0.109;0.5645;218532.6;[4]
1159;6/5/2018 0:00;2018-05-06T19:00:00+0100;32221554;Teedra Moses at XOYO (May 6, 2018) (CANCELLED) ;0.008657;Concert;Sunday;51.5255168;-0.0858669;47;57566;0.7045;0.5975;[0];-6.1895;[0];0.0806;0.215;4.21E-06;0.107;0.6715;265751.5;[4]
1161;6/5/2018 0:00;2018-05-06T18:30:00+0100;32537679;Shalamar at London Palladium (May 6, 2018);0.016775;Concert;Sunday;51.514568;-0.140655;51;120698;0.764;0.7455;[9];-8.8595;[0];0.0574;0.1875;0.000289;0.09505;0.8915;271327.3;[4]
1164;6/5/2018 0:00;;32675519;Norman Jay MBE at The Prince of Wales (May 6, 2018);0.000557;Concert;Sunday;51.4615105;-0.1149433;;;;;;;;;;;;;;
1166;6/5/2018 0:00;2018-05-06T12:00:00+0100;32686749;DJ Q, Noisia, Digital Mystikz, Paul Woodford, and 9 more… at Queen Elizabeth Olympic Park (May 6, 2018);0.092687;Concert;Sunday;51.5432961;-0.0165517;47;742631;0.6955;0.754;[1];-7.478;[1];0.0599;0.0195;0.455;0.126;0.465;293939.7727;[4]
1172;6/5/2018 0:00;2018-05-06T20:00:00+0100;32965824;Jessica Reedy at Under the Bridge (May 6, 2018);0.002697;Concert;Sunday;51.4773313;-0.2017231;42;40513;0.4945;0.5555;[1];-6.3555;[1];0.1044;0.2915;0;0.1865;0.2915;281558.3;[4]
1187;6/5/2018 0:00;2018-05-06T14:00:00+0100;33233289;Joe Claussell, Bradley Zero, Secretsundaze, carista, and 1 more… at Oval Space (May 6, 2018);0.000548;Concert;Sunday;51.5331547;-0.0592616;3.5;1735;0.725;0.821;[7];-7.025;[1];0.0536;0.00817;0.38;0.123;0.578;585558.6316;[4]
1191;6/5/2018 0:00;2018-05-06T19:00:00+0100;33288494;Geno Washington & the Ram Jam Band at Half Moon, Putney (May 6, 2018);0.000304;Concert;Sunday;51.4678461;-0.2217681;14;487;0.488;0.783;[10];-6.027;[0];0.05625;0.206;0;0.2805;0.7825;153666.7;[4]
1195;6/5/2018 0:00;;33375404;Joe T Vannelli at Gigalum (May 6, 2018);0.000966;Concert;Sunday;51.4537468;-0.1462999;27;2356;0.769;0.8445;[1];-7.326;[0];0.04665;0.00678;0.852;0.1515;0.188;350868.6;[4]
1202;6/5/2018 0:00;;33455389;Treetop Flyers at Servant Jazz Quarters (May 6, 2018);0.002381;Concert;Sunday;51.5486354;-0.0767334;24;5290;0.463;0.459;[2];-10.3805;[1];0.0343;0.2955;0.000498;0.15;0.425;300901.6;[4]
1214;6/5/2018 0:00;2018-05-06T16:30:00+0100;33698514;Disastronaut with Freakpower at The Bell Pub (May 6, 2018);0.001634;Concert;Sunday;51.5902561;-0.0170213;4;132;0.675;0.607;[7];-7.72;[1];0.0444;0.145;0.694;0.109;0.402;348914.1818;[4]
1237;7/5/2018 0:00;2018-05-07T19:00:00+0100;32821834;Mr Jukes at The Jazz Cafe (May 7, 2018);0.003023;Concert;Monday;51.5387092;-0.1430815;49;23487;0.6455;0.6875;[0];-6.2195;[0];0.0433;0.1375;0.0159;0.12;0.594;236819.7;[4]
1239;7/5/2018 0:00;2018-05-07T19:00:00+0100;33089059;Daley at Village Underground (May 7, 2018);0.011509;Concert;Monday;51.5237877;-0.0780335;46;55106;0.5325;0.496;[0];-8.2;[0];0.0655;0.2955;7.00E-07;0.09635;0.3025;235265.9;[4]
1254;7/5/2018 0:00;2018-05-07T19:30:00+0100;33642839;Jules Rendell at Unknown venue (May 7, 2018);1.40E-05;Concert;Monday;51.5073509;-0.1277583;12;124;0.5535;0.3935;[1];-10.8585;[0];0.0416;0.1535;0.000679;0.1835;0.287;213855.5;[4]
1269;8/5/2018 0:00;2018-05-08T19:00:00+0100;32592369;ALAZKA with We Came As Romans, Polaris, and The Plot In You at The Underworld (May 8, 2018);0.055346;Concert;Tuesday;51.538488;-0.142103;54;461316;0.495;0.95;[6];-4.043;[1];0.0862;0.000572;5.11E-05;0.158;0.2435;236125.8;[4]
1270;8/5/2018 0:00;2018-05-08T19:00:00+0100;32603764;Yellow Days at KOKO (May 8, 2018);0.00491;Concert;Tuesday;51.534617;-0.138338;62;106986;0.5765;0.4925;[9];-8.4925;[1];0.0359;0.4805;0.005305;0.202;0.316;268682.8;[4]
1276;8/5/2018 0:00;2018-05-08T19:00:00+0100;32969834;Gabrielle at The Jazz Cafe (May 8, 2018);0.029458;Concert;Tuesday;51.5387092;-0.1430815;64;359986;0.4685;0.426;[0];-9.1545;[1];0.03765;0.671;1.68E-06;0.1055;0.275;220888.3;[4]
1284;8/5/2018 0:00;2018-05-08T19:30:00+0100;33269739;The Teskey Brothers at Omeara (May 8, 2018);0.000774;Concert;Tuesday;51.5041429;-0.094603;47;15600;0.617;0.345;[9];-8.557;[0];0.0363;0.709;0.00374;0.114;0.436;294855.6667;[3]
1286;8/5/2018 0:00;2018-05-08T19:30:00+0100;33316419;HONNE at Village Underground (May 8, 2018);0.031411;Concert;Tuesday;51.5237877;-0.0780335;68;242526;0.557;0.569;[0];-7.0135;[1];0.06445;0.207;0.0005035;0.134;0.4095;236828.3;[4]
1309;9/5/2018 0:00;2018-05-09T19:00:00+0100;31570464;Odyssey at The Jazz Cafe (May 9, 2018);0.013418;Concert;Wednesday;51.5387092;-0.1430815;46;17017;0.626;0.803;[1];-9.7055;[1];0.05485;0.1925;0.00151;0.09475;0.7705;259657.4;[4]
1310;9/5/2018 0:00;2018-05-09T19:30:00+0100;31941904;Bruno Major at Village Underground (May 9, 2018);0.002653;Concert;Wednesday;51.5237877;-0.0780335;65;70264;0.5835;0.302;[5];-9.231;[1];0.04985;0.7635;5.49E-05;0.11;0.336;191597.8;[3]
1390;10/5/2018 0:00;2018-05-10T19:00:00+0100;33053139;Blossoms and Touts at O2 Forum Kentish Town (May 10, 2018);0.014412;Concert;Thursday;51.5521427;-0.1422245;38.5;169617;0.46;0.8955;[2];-5.899;[1];0.04595;0.0007915;0.000543;0.118;0.617;191840.5556;[4]
1401;19/5/2018 0:00;2018-05-19T14:00:00+0100;33941424;Melissa Bel at The Cat's Back (May 19, 2018);3.20E-05;Concert;Saturday;51.4618975;-0.1995631;5;204;0.6375;0.7;[9];-5.177;[0];0.0487;0.1725;7.70E-07;0.1075;0.609;210232.8;[4]
1403;18/5/2018 0:00;;33944864;Vanjess at Ace Hotel Miranda (May 18, 2018);0.002057;Concert;Friday;51.5254162;-0.0772849;47;5975;0.7175;0.531;[11];-7.7645;[0];0.0757;0.141;4.14E-06;0.1085;0.4425;251072.6;[4]
1428;23/5/2018 0:00;2018-05-23T19:30:00+0100;32922424;TEEKS at St Pancras Old Church (May 23, 2018);0.000196;Concert;Wednesday;51.5334728;-0.1286371;41;9775;0.481;0.257;[8];-12.438;[1];0.0427;0.708;0.000629;0.123;0.188;187094.5714;[3]
1465;23/5/2018 0:00;2018-05-23T19:00:00+0100;33754304;Suelily, Shaun Sky, and Rasharn Powell at Shoreditch Platform (May 23, 2018);1.40E-05;Concert;Wednesday;51.5273615;-0.0782888;10;387;0.6;0.4405;[1];-11.0285;[0];0.306;0.584;4.31E-05;0.11;0.478;178828.7692;[4]
1497;24/5/2018 0:00;2018-05-24T19:00:00+0100;32919984;Smoove & Turrell with Izo FitzRoy at Archspace (May 24, 2018);0.002803;Concert;Thursday;51.536671;-0.0758036;37.5;14189;0.722;0.691;[2];-7.3415;[0];0.0538;0.07815;0.0001132;0.08955;0.7545;263544.6;[4]
1502;24/5/2018 0:00;2018-05-24T19:30:00+0100;33054589;Louis Baker with Harrison Storm at The Islington (May 24, 2018);0.002089;Concert;Thursday;51.5344315;-0.1087937;50.5;28196;0.459;0.267;[7];-11.6805;[1];0.03675;0.709;2.21E-05;0.11;0.1955;235301.3;[4]
